Track ID,Entry time,Exit Time,Movement Tracks
3,5,130,985,383,981,387,981,396,975,399,986,452,977,507,944,518,922,581,872,593
16,80,205,278,346,275,350,269,367,263,390,269,396,274,412,300,419,311,424,338,440,378,450
24,115,240,258,288,245,292,234,300,220,299,200,299,189,294,181,292,170,295,163,297,164,298
23,100,250,553,419,519,411,486,392,460,387,439,382,420,369,397,350,376,354,355,339,344,337,336,331,313,330,297,319,303,306,310,303
22,100,255,426,392,402,384,370,383,347,366,305,362,295,354,277,359,271,346,272,336,271,336,273,323,174,300
4,5,280,1020,395,1022,427,1015,449,950,426,978,442,959,454,939,460,923,460,880,455,851,459,800,456,432,486,477,507,187,326,195,324,200,330
35,180,325,337,289,346,285,357,264,367,262,452,203
38,205,375,210,349,221,348,233,362,243,366,260,389,275,397,300,412,318,417,336,449,368,475,403,504,434,526,474,567,512,577,534,588,552,599,576,611,592,608,590,612
43,300,530,562,607,554,595,520,580,486,571,445,551,423,508,404,503,368,473,352,448,336,431,323,401,316,390,305,383,297,364,295,350,283,350,261,346,251,326,233,337,217,333,214,328,194,300,189,290,183,299,158,287,148,285,135,283
47,330,530,742,414,729,380,712,382,693,388,674,392,652,397,636,410,600,420,571,418,536,422,504,430,476,440,448,444,398,448,370,448,338,445,317,448,285,449,256,454,215,449,195,452,176,419,147,453,129,451,127,452
63,435,535,892,380,903,365,900,388,896,442,855,456
50,370,560,903,389,890,408,877,394,861,396,849,398,838,400,815,398,801,397,780,399,777,394,765,410,742,396,732,408,720,412,709,412,695,416,680,413,660,419,650,419,636,421,605,414,594,415,601,472
2,5,625,835,388,834,388,834,388,834,388,834,386,834,385,833,385,833,384,834,384,840,418,835,442,835,385,834,384,838,391,834,390,834,390,834,391,834,391,834,390,834,391,834,390,834,391,833,391,833,391,835,392,835,391,834,391,833,388,833,387,834,388,833,387,834,391,833,390,833,388,833,389,833,388,835,386,835,386,834,386,834,386,834,387,834,386,834,386,833,385,833,384,833,384,832,384,833,386,832,388,834,393,836,398,842,397,891,397,888,410,891,411,895,411,893,410,893,408,897,409,894,409,939,400,970,391,966,385,949,394,947,394,932,396,939,392,948,366,938,412,937,393,931,391,928,386,898,383,884,396,887,414,847,392,835,391,779,395,766,396,763,395,761,392,772,385,758,386,719,385,719,390,683,410,677,392,671,413,677,390,677,393,693,391,694,388,688,393,679,393,668,391,655,392,645,394,638,392
39,225,625,1021,360,1022,361,1023,362,1014,364,1016,358,1012,358,1013,357,1010,361,989,362,1007,359,979,361,949,366,947,362,854,365
5,5,630,881,412,882,413,882,414,882,413,881,414,882,414,883,414,884,417,893,422,882,416,886,413,884,421,889,417,880,410,880,411,880,411,881,412,881,412,882,411,881,410,881,411,881,411,881,411,881,411,881,411,881,411,881,411,881,411,881,412,881,412,882,411,881,410,882,409,882,410,882,410,881,410,881,413,882,412,882,412,881,414,881,414,881,413,881,415,881,416,880,415,880,415,881,415,881,415,880,414,879,412,879,410,881,399,858,399,854,399,846,399,824,394,820,396,858,402,855,409,857,408,853,413,853,414,855,419,858,422,853,422,840,420,816,423,797,419,780,420,759,419,737,421,758,389,754,390,735,390,716,385,713,392,693,392,680,399,667,397,653,398,647,390,631,412,602,414,599,415,598,415,606,415,613,414,610,414,603,413,591,413,565,419,546,415,524,412,509,411,491,410,481,413,451,393,445,383,440,381,409,388
30,155,630,1022,355,1023,356,1023,358,1016,363,1019,364,1017,363,1022,367,1026,381,1022,381,1019,367,1016,364,1010,365,986,359,982,360,982,363,983,362,973,379,982,384,986,387,985,387,987,391,978,396,974,397,975,394,972,396,973,392,964,389,959,410,943,410,931,409,936,411,942,411,943,414,901,419,900,419,918,414,908,429,901,428,889,443,879,448,858,453,816,452,802,458,782,476,733,479,709,481,689,492,623,506,604,483,568,490,443,446,438,419,421,417,404,415,395,417,368,414,357,420,338,410,316,400,315,399,306,394,287,396,268,400,255,398,237,400,226,400,212,400,211,398,212,397,213,398,212,398,213,400,217,398,215,398,213,415,190,395,180,390,171,390,68,392,103,389,100,386,103,385,72,388
42,295,630,808,396,805,397,804,409,797,408,799,414,797,415,801,421,793,427,773,431,760,441,744,444,724,443,703,445,686,445,685,424,682,421,642,422,591,426,559,449,545,426,520,454,513,452,486,474,471,477,444,452,393,452,382,480,356,453,335,482,317,458,278,459,259,461,238,459,224,451,212,449,198,446,187,446,185,443,182,443,171,426,169,426,147,442,178,424,140,443,139,429,146,426,158,429,176,429,175,429,173,440,179,440,183,429,154,423,148,415,151,399,141,392,140,391,140,386,139,361,150,357,150,361,138,357
49,340,630,857,398,850,393,840,394,815,398,797,393,775,413,760,412,738,416,711,414,693,414,679,416,659,416,646,416,627,413,601,417,587,416,567,424,551,423,536,419,513,414,501,412,480,410,465,415,449,398,438,411,429,411,409,386,322,387,328,387,335,387,325,388,322,385,319,388,327,385,326,385,325,384,327,381,327,384,318,385,316,384,315,385,298,383
59,410,630,48,306,51,321,51,328,53,325,55,326,54,328,58,327,60,328,63,330,65,330,65,332,65,331,66,332,62,352,99,422,153,535,175,537,212,546,222,549,238,577,269,583,296,614,282,642
60,415,630,1034,395,1033,411,1023,421,1002,429,984,424,965,443,943,445,898,391,864,383,862,383,852,387,848,385,840,385,848,382,849,384,823,386,817,389,819,386,810,387,808,382,809,383,805,388,807,384,800,388,782,389,780,383,804,386,779,384,779,383,776,383,801,382,804,382,804,382
61,415,630,934,395,926,386,906,390,935,389,942,385,932,369,945,391,944,384,941,392,932,391,924,387,928,386,905,389,890,383,850,382,853,381,850,367,840,367,840,364,844,382,848,388
70,465,630,842,387,837,385,818,383,803,387,795,384,781,386,776,382,768,385,760,384,757,385,754,391,753,393,738,392,732,388,728,386,723,389,718,393,709,389,687,392,691,392,693,392,693,392,688,394,691,390,681,392,682,389,698,390,684,388,684,387,681,389,684,391,678,392
76,485,630,106,447,110,447,108,446,102,424,113,445,57,420,96,388,94,390,93,447,137,480
79,495,630,419,452,383,442,348,423,306,422,298,425,283,419,275,414,270,410,263,410,240,417,237,415,231,414,229,416,255,411,256,411,258,414,244,412,233,401,222,398,217,390,216,391,202,390,193,381,182,364,174,363
84,505,630,1016,356,1013,355,1014,353,1011,357,1007,354,1009,355,1008,354,1008,355,1012,356,1029,357,1022,357,1029,362,1017,365
85,510,630,983,363,982,362,984,363,977,363,976,365,930,380,929,378,930,380,934,382,935,385,934,381,934,382,939,386,931,381,932,383,927,383
86,510,630,645,391,647,393,634,413,628,412,597,412,586,414,555,413,531,396,514,392,488,413,476,410,466,398,446,389,437,393,435,387,403,386
89,540,630,759,389,765,386,761,388,761,394,761,392,756,395,755,396,731,394,740,411,687,411,673,411,646,412,632,417,608,413,594,421,567,421,550,420
93,550,630,601,415,587,413,554,413,547,412,521,412,508,398,477,410,469,415,446,413,431,414,422,413,384,393,381,390
96,585,630,109,291,112,295,112,295,129,295,133,288,137,290
